ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
08u-jdwjM74,300,310,/m/0gywn,"['pop song', 'boy band', 'male voice', 'bass', 'synth', 'programmed percussion', 'shaker', 'slow tempo', 'romantic song']",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes of the chords. A synth plays chords on the first count of every bar. A shaker plays a pattern in the background. The mood of this song is romantic. This song can be played in a romantic movie.,0,False,False
09lQmg2wvsY,100,110,"/m/01v1d8,/m/04rlf","['amateur recording', 'digital sounds', 'riser', 'atmospheric']",Someone is playing a bunch of different digital sounds that are arpeggiated and rising in pitch with dissonant harmonies. This is an amateur recording.,6,False,True
0ADP-O_V3vA,30,40,"/m/03_d0,/m/04rlf,/m/04wptg,/m/06j6l","['duet', 'fast tempo', 'upbeat', 'ukrainian song', 'spirited', 'enthusiastic', 'energetic', 'buoyant', 'bright', 'colourful', 'catchy', 'simple melody', 'cheerful', 'high-spirited', 'pop', 'foreign language', 'infectious', 'folk', 'regional music', 'keyboard harmony', 'groovy bass lines', 'infectious drumming', 'galloping rhythm', 'rhythmic acoustic guitar']","This song is a lively Ukrainian duet. The tempo is fast and upbeat with a bright keyboard harmony, infectious drumming , groovy bass line and rhythmic acoustic guitar. The music is energetic, enthusiastic, lively, high-spirited , cheerful, happy, warm, buoyant and catchy with a simple melody. This song is a Ukrainian Pop song.",7,False,False
0AGHo8V8HpM,130,140,"/m/03q5t,/m/05148p4","['instrumental', 'fast tempo', 'cello harmony', 'exquisite', 'creative', 'art music', 'italian  music', 'italian composition', 'italian composer', 'bow stringed instrument', 'lively', 'intense', 'rich', 'classical', 'western classical', 'baroque', 'harpsichord accompaniment']","This music is instrumental. The tempo is fast with a spirited cello and harpsichord accompaniment. The music is lively, intense, rich, complex , exquisite and engaging. This music a Western Classical.",7,False,False
0AhX-ReXovI,120,130,"/m/01p970,/m/026t6,/m/0l14md","['amateur recording', 'pop', 'backing track', 'synth pad', 'flutes', 'chimes', 'tablas', 'medium tempo']","Someone is playing a simple groove on tablas. In the background you can hear a backing track playing a flute melody along with synth pads, shaker/chime sounds and a tambourine. This song may be playing practicing tablas at home.",6,False,False
0BFauf6TGGU,0,10,"/m/085jw,/m/0l14l2","['indian dance music', 'bansuri', 'harmonium', 'manjira', 'vibrant', 'lively']","This is an Indian dance music piece. The piece opens with a bansuri note. Then, the harmonium starts playing a repeated melody.  The rhythmic background is provided by the manjira. The atmosphere is vibrant and lively. This piece is the perfect accompaniment piece for a modern dance course.",9,False,False
0DYH0sqDXB8,30,40,"/m/02x8m,/m/04rlf,/m/0gywn","['low quality', 'synth pad chords', 'punchy snare', 'heartbeat kick', 'shimmering hi hats', 'synth keys chords', 'easygoing', 'chill', 'groovy']","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy.",4,False,False
0DizopdPMBw,30,40,"/m/04rlf,/t/dd00035","['poprock', 'e-bass', 'e-guitars', 'acoustic drums', 'female singer', 'uptempo']","The female voice sings in the mid range. The drums is playing a fast rock/hiphop groove along with an acoustic bass breaking along with it into another part of the song. One of the e-guitars is playing some chords running through a strong tremolo effect. While the other guitar sounds distorted and takes the lead. One is panned to the left, the other to the right side of the speakers. This song may be playing at a birthday party.",6,False,True
0EOQco76eXQ,30,40,"/m/018vs,/m/04rlf,/m/04szw,/m/04wptg","['slow tempo', 'drum brushes percussions', 'inspiring', 'devotional', 'romantic', 'together forever', 'ambient room noises', 'poignant', 'jazz music', 'bass solo', 'piano accompaniment', 'jazz band', 'smooth jazz', 'live performance', 'church music', 'slow tempo', 'groovy solo', 'emotional', 'romantic', 'poignant', 'inspiring', 'motivational', 'fretboard sounds', 'christian music', 'music interlude']","The song is an instrumental. The song is slow tempo with gentle drum brushes, percussion, bass guitar solo, and piano accompaniment gently. The song is groovy and emotional. The song is possibly a Christian worship song or a smooth jazz song. The audio quality is average.",1,False,True
0EvpBtracsk,30,40,"/m/04rlf,/m/06bz3","['rock', 'pop', 'e-guitar', 'e-bass', 'piano', 'female voice singing', 'synth', 'drums', 'song change', 'medium to uptempo']","The first song starts with a hihat, e-guitar playing a melody and a bassline. Then the song changes after some radio noise sounds into a pop song containing a piano; male backing voices; synth lead sound and a female singer. These songs may be playing for an advertisement.",6,False,True
0EzWmAPwoTs,260,270,"/m/04rlf,/m/06rqw","['rock', 'energetic male vocal', 'repetitive electric guitar melody', 'groovy bass', 'punchy snare', 'punchy kick', 'shimmering hi hats', 'short drums roll', 'energetic crash cymbal', 'energetic', 'passionate']","The Rock song features an energetic male vocal singing over repetitive electric guitar melody, groovy bass, punchy kick and snare, shimmering hi hats and energetic crash cymbal. There is a short drum roll that represents a variation in a repetitive loop. It sounds energetic and passionate.",4,False,False
0F-Z0zF1504,30,40,"/m/04rlf,/m/064t9,/m/0gywn","['male vocalist', 'medium tempo', 'dulcet', 'sentimental', 'emotional', 'love song', 'melodic', 'world music', 'k-pop hips', 'youthful', 'young love', 'soft soothing', 'romantic piano', 'steady drumming', 'straightforward bass lines', 'chimes', 'atmospheric synthesiser', 'boy band', 'vocal backup', 'ambient', 'pop', 'soft pop', 'romantic', 'pleasant', 'emotional', 'melodic', 'foreign language', 'korean song', 'k-pop']","A male vocalist sings this soft Korean Melody. The tempo is medium with a romantic piano accompaniment, steady drumming, simple bass lines, chimes, synthesiser arrangements and male vocal backup. The song is a soft, mellow, romantic, emotional, sentimental, dulcet, melodic love song. This song is a Korean Soft Pop/K-pop song.",7,False,True
0Gxn9FtaJFc,30,40,"/m/04rlf,/t/dd00033","['rock music', 'male vocal', 'synth', 'piano', 'bass guitar', 'acoustic drums', 'slow', 'melancholic']",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. The rhythm is played by acoustic drums although it is rather slow. The song has a sad atmosphere. It could be played in the background of emotional online content.,9,False,True
0H3FAoDgzhI,30,40,"/m/0283d,/m/028sqc,/m/04rlf,/m/07gxw","['alternative/indie', 'female voice singing', 'higher pitch', 'digital drums', 'synth bass', 'industrial sound', 'melancholic', 'medium to uptempo']",A female voice is singing in a higher pitch sounding melancholic. A digital drum is playing an unusual rhythm along with a soft sub bass and loud repeating digital industrial noises. This song may be playing in a post-apocalyptic video game-sequence.,6,False,False
0HXYdGGKV2k,30,40,"/m/018j2,/m/04rlf,/m/0gg8l","['banjo player', 'fast tempo', 'groovy music', 'love video performance', 'instrumental music', 'virtuoso', 'walking bass line', 'entertaining', 'love performance', 'soloist', 'country blue grass', 'entertaining', 'energetic', 'passionate', 'spirited', 'instrumentalist', 'poor audio quality', 'live performance']",The song is an instrumental. The song is medium tempo with a groovy rhythm and fast fingers playing this banjo solo. The song is entertaining and exciting. The song is of poor audio quality and a live performance video.,1,False,True
0ISHZQJdeSw,30,40,"/m/04rlf,/m/064t9,/m/06j64v","['male vocalist', 'slow tempo', 'hip-hop', 'rap', 'progressive', 'vocal backup', 'youthful', 'funky snare drumming', 'digital beats', 'syncopated piano accompaniment', 'groovy bass line', 'synthesiser arrangements', 'persuasive', 'story telling', 'rhythmic patter', 'rhythmic speech', 'intense', 'passionate', 'emotional', 'intense', 'vocal riff']","A male vocalist sings this Rap. The tempo is slow with enthusiastic drumming, syncopated piano harmony, digital beats ,keyboard arrangements with vocal backup and a catchy vocal riff. The rap is catchy, youthful, insightful, enthusiastic, intense, passionate, emotional and persuasive. This song is contemporary Rap/Hip-Hop.",7,False,True
0J_2K1Gvruk,30,40,"/m/01xqw,/m/02fsn,/m/0l14_3","['cello music', 'bass', 'hand claps', 'shaker', 'kick drum', 'cello harmony', 'moderate tempo', 'no voices', 'instrumental', 'happy mood', 'music build-up']",This song features two cellos playing a melody in harmony. This is accompanied by hand claps on every alternate count of the bars. The bass plays the root notes of the chords. The kick drum is played at the intro. There are no voices in this song. This is an instrumental song with a happy feel. This song can be played in a luxury advertisement.,0,False,False
0J_TdiZ3TKA,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['male vocalist', 'fast tempo', 'foreign language', 'pleasant', 'soft', 'popular songs for children', 'animation', 'cartoon', 'adorable', 'cute', 'minimalist', 'vocal emphasisengaging', 'charming', 'animated singing', 'spirited piano accompaniment', 'fun', 'cheerful', 'sweet', 'catchy', 'engaging', 'children’s song', 'kids songs', 'kids animated series', 'compelling']","A male vocalist sings this sweet animated song in a foreign language.The tempo is fast with an equally animated and cheerful piano accompaniment. The song is simple, sweet, adorable,catchy, lovable, catchy, upbeat, cute, engaging, winsome and charming. This song is a Children’s song from an animated series.",7,False,True
0JbGxIR8JTk,200,210,"/m/04rlf,/m/06rqw","['acoustic-electric nylon string guitar', 'fingerpicking', 'afrobeat', 'carribean', 'various african percussion', 'male singer', 'electric bass', 'syncopated drumset', 'free singing']","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass and drumset meld with various African percussion.",8,False,True
0K-zyeLuKho,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y","['low quality', 'flat male vocal', 'arpeggiated acoustic guitar melody', 'tutorial', 'noisy', 'mono']",The low quality recording features a guitar tutorial that consists of a flat male vocal talking and counting the rhythm over an arpeggiated acoustic guitar melody. The recording is mono and noisy.,4,False,False
0KCVgexi4yU,30,40,"/m/04rlf,/m/06j64v,/t/dd00031","['amateur recording', 'electro', 'female voice singing', 'bass', 'digital drums', 'digital strings', 'upbeat']",This song contains a female voice singing along to a digital drum playing a four on the floor beat with a kick on every beat and a hi hat on the backbeat. A digital bass and long digital pad sounds are creating an atmosphere. This song may be playing on a tv-show.,6,False,True
0L2ndtt60Q8,30,40,"/m/04rlf,/t/dd00006","['sound effects', 'chipmunk vocal', 'hamster', 'electronic music', 'comedy', 'parody', 'funny', 'high-pitch']",This is a parody of an electronic music song with a chipmunk vocal effect. There is an edited version of the original track playing in the background that is transposed to a very high pitch.,9,False,True
0L3vcdzQPPU,30,40,/m/07kc_,"['acapella', 'harmonies', 'high pitched melody', 'high pitched female whistle tones', 'male low pitch tones']","This is a recording of an acapella piece by multiple vocalists. The women sing in a high pitched, whistle-like tone while the men sing in lower tones and harmonise with the women. The melody is rapid and progressive.",3,False,False
0LE6Ll1rVlg,30,40,"/m/04rlf,/m/06j6l,/t/dd00035","['rock', 'passionate male vocal', 'harmonizing male vocals', 'wide electric guitar melody', 'groovy bass', 'punchy kick', 'punchy snare', 'shimmering cymbals', 'energetic', 'addictive']","The Rock song features a passionate male vocal, alongside harmonizing male vocals, singing over wide electric guitar melody, groovy bass guitar, punchy kick and snare hits and some shimmering cymbals. It sounds energetic and kind of addictive thanks to those harmonizing vocals - like something you would hear on a radio during the 00s.",4,False,True
0LLlcPiatiU,210,220,"/m/04rlf,/m/07bjf","['song fade', 'instrumental music', 'camera flash sounds', 'end credits music background', 'camera clicking tones', 'hip hop music', 'male singer', 'medium tempo', 'horns playing', 'fanfare', 'keyboard arpeggiated tones', 'slick drumming rhythm', 'groovy bass line', 'song ending', 'siren tones', 'exciting', 'spirited', 'party mood', 'dancing groove', 'hip hop', 'dance rhythm']","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones. The song is followed by camera flash and click tones. The song is exciting with a lot of fanfare. The song is fading with the end credits superimposed with camera flash tones.",1,False,True
0M7nETLOsKQ,30,40,"/m/04rlf,/m/0gywn","['pop', 'passionate male vocal', 'mellow piano chords', 'emotional', 'passionate', 'mellow', 'soft']","The Pop song features a passionate male vocal singing over mellow piano chords. It sounds passionate, emotional, mellow and soft.",4,False,False
0MzrXd8CUCg,30,40,"/m/04fq5q,/m/04rlf","['wide resonating woodwind melody', 'noisy', 'audio crackles', 'loud', 'harsh', 'low quality']","The low quality recording features a wide resonating woodwind melody. The recording is loud, noisy with some crackles and it sounds harsh.",4,False,True
0NTzOtVmoiU,60,70,"/m/0192l,/m/085jw","['female bagpiper', 'bagpipes playing', 'live performance', 'live audience', 'crowds clapping', 'crowds cheering', 'drum playing percussively', 'exciting solo', 'passionate', 'celtic music', 'war cry', 'victory march', 'bad audio quality', 'ambient crowd noise', 'performer', 'instrumental music', 'exciting', 'energetic', 'enthusiastic', 'groovy bass', 'rhythm section', 'medium fast tempo']","The song is an instrumental. The song is fast in tempo, with a bagpiper playing a Solo melody accompanied by a drum rhythm and people cheering and clapping wildly. The song is rousing in spirit and fervour. The song has a bad audio quality.",1,False,False
0NZY0GHQBP0,240,250,"/m/0192l,/m/085jw","['amateur recording', 'classic rock', 'violin solo', 'keyboard', 'live performance', 'simple percussion', 'moderate tempo']","This amateur recording features a classic song. This is an instrumental song featuring a violin solo. This is accompanied by percussion playing a simple beat. A keyboard plays chords in the background with fills in between bars. The bass plays the root note and the lower fifth of the chord. There are no voices in this song. Due to the low quality of sound, the other instruments are unclear. This song can be played in a classic movie.",0,False,False
0ONdm4sW47c,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['classical music', 'instrumental', 'acoustic guitar', 'gentle playing', 'tender', 'optimistic', 'delicate', 'major key']","This is a classical music piece that is being performed on the acoustic guitar. The acoustic guitar is being played in a gentle manner. The tune is in major key which gives the piece an optimistic aura. There is a tender atmosphere to the piece. This piece could be playing in the background at a classy restaurant. It could also be used in the soundtrack of a feelgood movie, especially during the scenes in which the characters are finding pleasure in simple things.",9,False,False
0OY8XXZ98rw,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['metal', 'double pedal kick', 'punchy snare', 'shimmering cymbals', 'distorted flat male vocal', 'wide aggressive electric guitar riff', 'distorted bass guitar', 'energetic', 'aggressive', 'distorted', 'manic']","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals. It sounds energetic, aggressive and manic - like something you would go into a mosh pit for.",4,False,True
0OYlHvyfNk4,130,140,"/m/015y_n,/m/0164x2,/m/02x8m,/m/04rlf,/m/06rqw,/m/0g293","['ska', 'acoustic guitars', 'shaker', 'e-bass', 'acoustic drums', 'male voice singing/rapping', 'male backing voices', 'uptempo']",This song sounds lightly uplifting. An e-bass is playing a repeating melody along with a guitar playing an almost melody at a higher key. Another acoustic guitar is strumming chords. The male voice is singing almost rapping/talking while backing voices are singing repeating the melody and phrases. This song may be playing outside on a bike on a sunny day.,6,False,True
0OhtODbKajw,350,360,"/m/02qmj0d,/m/07y_7,/m/0l14_3","['classical', 'violins', 'viola', 'uprightbass/cello', 'uptempo']",This audio contains people playing a melody in the higher register using violins and a viola. Some are playing the melody upwards while others are playing downwards. A cello or upright bass is providing a melody line in the lower register. This song may be playing during a classical concert.,6,False,False
0Olm321vgk8,30,40,"/m/04rlf,/t/dd00003","['low quality', 'r&b/soul', 'passionate echoing male vocal', 'punchy kick', 'punchy snare', 'electric guitar arpeggiated melody', 'fat bass guitar', 'people chattering', 'reverberant', 'live performance']","The Low Quality recording features r&b/soul songs sung by passionate male vocalists over fat bass guitar, punchy kick and snare hits and arpeggiated electric guitar melody. There are also some chattering voices in the background, it sounds like it is a live performance.",4,False,True
0PMFAO4TIU4,30,40,"/m/03_d0,/m/04rlf","['new ethiopian music', 'digital drums', 'male voice sample', 'accordion-like sound', 'e-bass', 'medium tempo', 'uplifting energy']",A digital drum is playing a simple beat along with some percussive sounds. A bass is playing the same melody as the accordion-like instrument. A male voice is shouting little phrases. This song may be playing a country having a traditional dance.,6,True,True
0Q1JLNfm8oU,30,40,"/m/04rlf,/m/06j6l,/t/dd00034","['ballad', 'pianos', 'female voice singing', 'very high pitch', 'medium tempo', 'melancholic']","This song contains two pianos panned to both sides of the speakers playing melodies in the mid to upper range. A female voice, maybe a child sings a melody in a very high pitch. THis song may be playing as part of a movie-scene.",6,False,False
0QAaln-hjPw,30,40,"/m/03_d0,/m/04rlf","['amateur recording', 'synth bass', 'synth lead sound', 'digital drums', 'male voice sample', 'uptempo']",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing a high pitched melody and a male voice sample is used as a loop to create a melody. This song may be playing for a youtube video.,6,False,False
0QYNC7J05XI,30,40,"/m/01lyv,/m/04rlf,/m/0gg8l","['pop song', 'male voice', 'vocables', 'piano song', 'bass guitar', 'acoustic guitar', 'shaker', 'bells', 'hand claps', 'happy mood', 'moderate tempo']",This pop song features a male voice singing the main melody using vocables. This is accompanied by an acoustic guitar strumming chords. The piano fills at a higher register and also plays chords. The bass guitar plays the root notes of the chords without any flourishes. A shaker is used in the background which acts as the percussion. Hand claps are played at every alternate count. Bells are played on the first count of the first two bars of each phrase. The melody is happy and upbeat. This song can be played in a movie scene featuring a family on a road trip.,0,False,False
0RDz0rLakwc,30,40,"/m/04rlf,/m/0glt670","['male vocalist', 'slow tempo', 'electronic music', 'electro-hop', 'edm', 'club music', 'house music', 'electronica', 'hip-hop', 'techno hop', 'synthesiser arrangement', 'electronic articulation', 'digital drums', 'southern hip hop', 'punchy', 'buoyant', 'youthful', 'psychedelic', 'hypnotic', 'trap', 'rap']","A male vocalist sings this trippy Electronic song. The tempo is slow with synthesiser arrangement, digital drums and electronically articulated music. The song is catchy, youthful, enthusiastic, trippy, psychedelic , new age, and groovy. This song is an Electro -Hop/ Hip-Hop.",7,False,False
0RcMzUdXDRQ,30,40,"/m/03_d0,/m/04rlf,/m/0ggx5q","[""children's song"", 'female vocal', 'acoustic guitar', 'electric guitar', 'bass guitar', 'acoustic guitar', 'repeated theme', 'acoustic drums', 'simple', 'easygoing', 'playful', 'medium tempo']",This is a song for children. The song is in major key as is usual with almost all kids songs. There is a female vocalist in the lead. The melody is being played by an acoustic guitar while a bass guitar plays a simple bass line. The electric guitar is playing delayed notes for texture. The acoustic drums are playing a basic medium tempo beat in the rhythmic background. The atmosphere is easygoing. This piece could be used during activities in a kindergarten.,9,False,True
0RgGrVklaao,150,160,"/m/04rlf,/m/07qqyl4","['instrumental', 'medium tempo', 'sound of rain', 'anticipation', 'scary', 'dark', 'buzzing electric circuit', 'intense', 'suspense', 'thunder', 'lightening', 'metal clanging rhythmically', 'storm', 'thunder storm', 'rain storm', 'heavy rain', 'electronic music', 'two tracks', 'unrelated', 'sinister', 'scary', 'spooky', 'eerie', 'electricity', 'buzzing', 'water flowing']","This clip is an instrumental of two separate tracks. The tempo is medium with the first clip of ambient nature sounds during a rainfall like, thunder, lightning and water flowing followed by  a rhythmic clanging of metal. The second clip is sinister music on the synthesiser followed by the buzzing of an electric circuit. The audio is dark, sinister, anticipatory, scary, suspenseful and spooky.",7,False,True
0RpkkfkUBRU,10,20,"/m/04rlf,/t/dd00036","['cinematic', 'electronic', 'synth sounds', 'reverb', 'delay', 'marimba', 'experimental', 'arpeggios', 'fast tempo', 'tension']","This audio contains a cinematic composition with evolving synth drone sounds. Higher pitched pads, noise sounds panning to both sides of the speakers and arpeggiated short percussive pluck sounds. Some synth strings are playing a dissonant harmony creating more tension. A marimba hit is being played with a lot of reverb. This song may be playing for a movie-scene full of tension.",6,False,False
0S5zWt91Bwo,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l","['amateur recording', 'acoustic guitars', 'mandolin', 'upright bass', 'uptempo', 'cheerful']","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. This song may be playing in the countryside while having a BBQ.",6,False,False
0SNhAKyXtC8,30,40,"/m/02p0sh1,/m/04rlf","['oriental', 'harp', 'low and high frequencies', 'medium tempo']","Someone is playing a harp making use of the full register. A bassline, a melody is the mid range and high repetitive note. The whole composition sounds oriental due to a lot of half notes. This song may be playing at a live concert.",6,False,True
0SnjS2w_c80,520,530,"/m/02bxd,/m/04rlf","['alternative', 'vocoder', 'keyboard', 'acoustic drums', 'unique', 'trippy']",This is an alternative music piece used as an outro jingle for a food channel. The vocals are being sung with a vocoder. There is a keyboard playing in the melodic background. A simple acoustic drum beat can be heard playing the rhythm. The atmosphere is trippy.,9,False,True
0TV9zvfwFhs,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['male voice', 'male backing vocals', 'r&b genre', 'electric piano', 'drums', 'bass guitar', 'tubular bell']",The R&B music features a male voice singing and being backed by similar male voices from time to time. An electric piano accompanies the singer with long-note chords. The drums play a light rhythm and dictate the flow of the music. Towards the end of the music excerpt a bass guitar starts to play. In the beginning of the passage one can hear a tubular bell being struck once. This sound is very similar to a church bell.,2,True,True
0TiEO149Ydc,30,40,"/m/03_d0,/m/04rlf","['low quality', 'noisy', 'alternative/indie', 'wooden percussive element', 'acoustic guitar strummed chord', 'passionate female vocal', 'emotional', 'passionate', 'live performance', 'unbalanced stereo image']",The low quality recording features a live performance of an Alternative/Indie song and it consists of passionate female vocal singing over acoustic guitar strummed chord and wooden percussive element. The recording is noisy and the vocal is slightly moving throughout the stereo image making it unbalanced. It sounds passionate and emotional.,4,False,True
0Ubu4BqSWmU,30,40,"/m/04rlf,/t/dd00034","['male singer', 'slow tempo', 'funky bass lines', 'intense drumming', 'synthesiser arrangements', 'vocal backup', 'hip-hop', 'rap', 'pop rap', 'hip-hop hits', 'disco rap', 'rhythmic speech', 'story telling', 'passionate', 'emotional', 'persuasive', 'compelling', 'engaging', 'persuasive', 'youthful']","A male vocalist sings this mellow rap. The tempo is medium with a groovy bass line, keyboard harmony , slick drumming and vocal backup. The song is youthful, story telling, passionate, impactful, compelling and engaging. This song is contemporary Hip-Hop/Rap.",7,False,True
0VjPCd62oKg,100,110,"/m/04rlf,/m/09ddx","['instrumental', 'sound of water', 'water splashing', 'mind stimulating', 'songs for toddlers', 'kindergarten', 'songs for toddlers', 'animal sounds', 'learning about animals', 'duck song', 'ducks', 'song end', 'animated song', 'children’s music', 'children’s song', 'educational', 'learning', 'ducks quacking']","This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. This song sounds like a Children’s Nursery rhyme about ducks or animals , animal sounds or swimming. It intends to make learning fun and simple.",7,False,True
0VsjSa1X7iA,30,40,"/m/04rlf,/m/0l14jd","['low quality', 'live performance', 'gospel', 'passionate male vocal', 'background harmonizing mixed choir', 'soulful', 'emotional', 'passionate', 'footsteps', 'noisy']","The low quality recording features a live performance of a gospel song and it consists of passionate male vocal singing over harmonizing mixed choir in the background. The recording is a bit noisy and it has some footsteps sounds in it, but overall it sounds passionate, emotional and soulful - as every gospel song should sound.",4,False,False
0VwX92X3iPc,30,40,"/m/01hgjl,/m/02rtxlg,/m/09x0r","['amateur recording', 'scratching noise', 'female voice speaking', 'sensual']",This audio contains a female voice speaking in a relaxed and sensual sounding way while you can hear the sound of scratching on a surface.,6,False,False
0Wdh45yt7tY,50,60,"/m/085jw,/m/0l14j_","['instrumental music', 'gypsy music', 'medium tempo', 'poor audio quality', 'accordion accompaniment', 'flute melody', 'guitar rhythm', 'european instruments', 'memdium tempo', 'bad audio quality', 'folk music', 'folk musicians', 'nostalgic', 'olden days', 'forgotten traditional', 'traditional instruments', 'calming', 'soothing', 'good old days', 'comfort']","The song is an instrumental. The song is medium tempo with an accordion accompaniment, violin solo and a flute melody. The song is beautiful and nostalgic. The audio quality is poor. The song has an old gypsy soul to it.",1,False,False
0XxinBtKouQ,30,40,"/m/018j2,/m/01lyv,/m/04rlf,/m/07sbbz2,/m/0gg8l","['male vocalists', 'fast tempo', 'cheerful', 'happy', 'acoustic guitar', 'vigorous banjo', 'auto harp', 'mandolin', 'ambient noises', 'clapping', 'cheering', 'people talking', 'live performance', 'gig', 'concert', 'cheering', 'country music', 'country folk music', 'bluegrass', 'inferior audio quality', 'amateur recording', 'lively', 'spirited', 'enthusiastic', 'vivacious', 'youthful', 'happy', 'celebratory', 'festive']","A group of male vocalists sing this happy, upbeat country /bluegrass song. The tempo is fast with vigorous and animated acoustic guitar, banjo, mandolin and auto harp lead and harmony. The song is a live performance with ambient sounds of clapping, cheering and people talking. This song is a cheerful Country Pop/Bluegrass song.",7,False,True
0ZNFJz-eZTU,120,130,"/m/01kcd,/m/06ncr","['snappy rimshots', 'soft hi hats', 'soft kick', 'cover', 'smooth bass', 'organ keys chords', 'mellow piano chords', 'passionate saxophone melody', 'passionate', 'emotional', 'jazz', 'low quality', 'reverberant']","The low quality recording features a jazz song cover that consists of a passionate saxophone melody played over soft hi hats and kick hits, snappy rimshots, smooth bass, organ keys chords and mellow piano chords. It sounds emotional, passionate and reverberant - as it was probably recorded in a medium size room.",4,False,False
0ZXWSO_Y2C0,160,170,"/m/04rlf,/t/dd00036","['melodic death metal', 'progressive metal', 'male vocal', 'pig squeal', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'aggressive', 'violent', 'chaotic']",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. There is a bass guitar playing in the background. The acoustic drums are playing a loud but simple beat. The atmosphere of the piece is violent. It could be used in the soundtrack of a horror movie or a horror video game.,9,False,False
0_QcatLmg7c,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/t/dd00003","['low quality', 'pop', 'acoustic guitar arpeggiated melody', 'passionate male vocal', 'crowd noises', 'mellow piano melody', 'heartfelt', 'emotional']","The low quality recording features a pop song performed by passionate male vocalists, followed by acoustic guitar arpeggiated melody and mellow piano melody. It sounds heartfelt and emotional. There are some crowd noises in the background.",4,False,False
0_XItMAYkwc,30,40,"/m/03_d0,/m/04rlf","['rock/pop', 'e-guitars', 'e-bass', 'acoustic drums', 'male voices singing', 'higher register', 'uptempo']",This song contains a simple acoustic drum groove with a cowbell sound. Two e-guitars and an e-bass are all playing the same melody spread across the speakers. Another e-guitar is strumming dissonant chords in the background panned to the left side of the speakers. Male voices are singing in a higher key. This song may be playing while cooking with joy.,6,False,True
0_hH79HnEdo,30,40,"/m/02x8m,/m/04rlf,/t/dd00035","['heavy metal', 'female voice', 'rapping', 'distortion guitars', 'bass', 'aggressive percussion', 'double bass', 'aggressive song', 'moderate tempo']","This heavy metal song features a female voice rapping the main vocals. The voice is aggressive and high pitched. This is accompanied by distortion guitars playing aggressive riffs. The distortion guitars play using muted power chords lending a heavy tone to the rhythm section. The bass follows the same riffs as the guitars. The percussion plays an aggressive rock beat using double kicks in parts, following the guitar riffs. This song has a rebellious mood. This song can be played in a Transformers-style machine movie.",0,False,False
0a6uLBmqZgA,30,40,"/m/0192l,/m/085jw","['low quality audio', 'bagpipes', 'no voices', 'no other instruments', 'fast tempo', 'sound of crowd', 'instrumental']",This amateur recording clip features the bagpipes playing a melody. This tune is played at a fast tempo and at a high pitch. There are no other instruments in this song. There are no voices in this song. This song is an instrumental. This song can be played in a village fair. The sound of the crowd cheering is heard throughout the song.,0,False,False
0a91szM1Ivw,30,40,"/m/015vgc,/m/02p0sh1,/m/04rlf","['low quality', 'distorted passionate female vocal', 'noisy', 'live performance', 'traditional', 'emotional', 'subtle sitar melody', 'folk']","The low quality recording features a live performance of traditional folk song and it consists of distorted, passionate female vocal singing over subtle sitar melody. The recording is noisy and it sounds emotional and passionate.",4,False,True
